id,age,job,marital,education,gender
4117,25,technician,single,secondary,Female
4118,51,technician,married,tertiary,Female
4119,72,retired,married,secondary,Female
4120,42,technician,married,tertiary,Male
4121,59,management,married,tertiary,Male
4122,32,management,married,tertiary,Male
4123,36,technician,married,secondary,Male
4124,34,services,married,secondary,Male
4125,28,student,single,secondary,Male
4126,54,unemployed,divorced,secondary,Male
4127,27,admin.,single,secondary,Male
4128,42,management,married,unknown,Male
4129,31,admin.,single,secondary,Male
4130,41,unemployed,married,secondary,Male
4131,37,admin.,divorced,tertiary,Male
4132,31,management,single,tertiary,Male
4133,33,unemployed,married,secondary,Male
4134,27,self-employed,single,tertiary,Male
4135,44,management,married,tertiary,Male
4136,22,student,single,secondary,Male
4137,25,management,single,tertiary,Male
4138,30,management,single,tertiary,Male
4139,46,blue-collar,married,secondary,Male
4140,32,technician,single,secondary,Male
4141,57,admin.,single,secondary,Female
4142,41,technician,married,tertiary,Female
4143,62,management,married,tertiary,Female
4144,28,unemployed,married,tertiary,Female
4145,77,retired,married,secondary,Female
4146,47,housemaid,married,secondary,Female
4147,40,management,married,tertiary,Female
4148,41,blue-collar,married,secondary,Female
4149,28,services,single,tertiary,Female
4150,51,blue-collar,married,secondary,Female
4151,47,management,married,tertiary,Female
4152,37,unemployed,married,secondary,Female
4153,29,management,married,tertiary,Female
4154,24,services,single,secondary,Male
4155,27,blue-collar,single,secondary,Female
4156,23,student,single,secondary,Female
4157,32,admin.,married,secondary,Female
4158,40,technician,married,secondary,Female
4159,32,management,married,tertiary,Male
4160,57,management,married,secondary,Male
4161,28,self-employed,single,tertiary,Male
4162,35,technician,married,tertiary,Male
4163,35,blue-collar,married,secondary,Male
4164,24,student,single,secondary,Male
4165,36,technician,married,tertiary,Male
4166,66,housemaid,divorced,primary,Male
4167,45,management,divorced,secondary,Male
4168,28,technician,single,tertiary,Male
4169,45,housemaid,married,secondary,Male
4170,31,unemployed,single,secondary,Male
4171,45,services,single,primary,Male
4172,34,admin.,married,tertiary,Male
4173,39,technician,single,secondary,Male
4174,24,management,single,tertiary,Male
4175,33,technician,single,tertiary,Male
4176,54,management,divorced,tertiary,Male
4177,26,student,single,secondary,Male
4178,30,services,single,tertiary,Male
4179,37,admin.,married,secondary,Male
4180,32,management,single,tertiary,Female
4181,39,management,married,secondary,Female
4182,27,unknown,single,secondary,Female
4183,54,admin.,married,secondary,Female
4184,54,housemaid,single,secondary,Female
4185,71,retired,married,tertiary,Female
4186,41,management,divorced,tertiary,Female
4187,29,admin.,married,tertiary,Female
4188,60,retired,married,secondary,Female
4189,60,unemployed,married,primary,Female
4190,36,technician,single,secondary,Female
4191,34,management,single,tertiary,Female
4192,27,admin.,single,secondary,Female
4193,34,management,married,tertiary,Male
4194,36,management,married,tertiary,Female
4195,32,technician,single,tertiary,Female
4196,55,housemaid,married,unknown,Female
4197,34,services,single,secondary,Female
4198,25,technician,single,tertiary,Male
4199,51,technician,married,tertiary,Male
4200,33,management,married,tertiary,Male
4201,35,technician,married,secondary,Male
4202,55,housemaid,married,primary,Male
4203,61,retired,married,tertiary,Male
4204,34,technician,married,secondary,Male
4205,55,technician,married,tertiary,Male
4206,23,student,single,tertiary,Male
4207,69,retired,married,secondary,Male
4208,37,management,single,tertiary,Male
4209,49,entrepreneur,married,primary,Male
4210,41,unemployed,married,secondary,Male
4211,39,technician,single,unknown,Male
4212,30,technician,single,tertiary,Male
4213,32,technician,single,secondary,Male
4214,61,admin.,married,secondary,Male
4215,33,management,single,tertiary,Male
4216,32,management,single,tertiary,Male
4217,45,admin.,divorced,primary,Male
4218,59,retired,married,primary,Male
4219,48,blue-collar,married,secondary,Female
4220,18,student,single,unknown,Female
4221,27,management,single,tertiary,Female
4222,32,management,single,tertiary,Female
4223,50,technician,divorced,secondary,Female
4224,30,self-employed,single,tertiary,Female
4225,23,student,single,unknown,Female
4226,40,management,divorced,tertiary,Female
4227,27,blue-collar,single,tertiary,Female
4228,35,technician,single,secondary,Female
4229,53,admin.,divorced,unknown,Female
4230,59,admin.,married,secondary,Female
4231,37,management,married,tertiary,Female
4232,24,student,single,primary,Male
4233,42,services,divorced,secondary,Female
4234,27,technician,single,tertiary,Female
4235,29,self-employed,single,tertiary,Female
4236,30,management,single,tertiary,Female
4237,22,admin.,single,secondary,Male
4238,39,services,married,secondary,Male
4239,35,management,single,tertiary,Male
4240,61,retired,married,secondary,Male
4241,33,technician,single,tertiary,Male
4242,42,management,divorced,tertiary,Male
4243,30,admin.,single,tertiary,Male
4244,51,retired,divorced,secondary,Male
4245,25,services,single,unknown,Male
4246,44,technician,single,tertiary,Male
4247,34,admin.,married,secondary,Male
4248,28,management,single,tertiary,Male
4249,61,retired,divorced,primary,Male
4250,21,student,single,secondary,Male
4251,53,technician,divorced,tertiary,Male
4252,46,services,married,secondary,Male
4253,52,technician,married,tertiary,Male
4254,56,management,married,tertiary,Male
4255,36,technician,single,secondary,Male
4256,30,admin.,married,secondary,Male
4257,41,admin.,divorced,secondary,Male
4258,33,management,single,tertiary,Female
4259,28,student,single,tertiary,Female
4260,54,technician,single,tertiary,Female
4261,50,management,married,secondary,Female
4262,58,technician,married,secondary,Female
4263,33,services,married,secondary,Female
4264,36,entrepreneur,single,secondary,Female
4265,51,technician,married,tertiary,Female
4266,35,technician,single,tertiary,Female
4267,35,management,single,tertiary,Female
4268,34,technician,married,secondary,Female
4269,45,management,married,tertiary,Female
4270,24,services,single,secondary,Female
4271,45,unknown,married,tertiary,Male
4272,42,entrepreneur,married,secondary,Female
4273,30,technician,single,tertiary,Female
4274,60,retired,divorced,secondary,Female
4275,40,technician,married,tertiary,Female
4276,25,blue-collar,married,secondary,Male
4277,48,management,married,secondary,Male
4278,28,admin.,single,secondary,Male
4279,55,management,divorced,tertiary,Male
4280,47,management,single,tertiary,Male
4281,32,student,married,secondary,Male
4282,55,technician,divorced,tertiary,Male
4283,27,technician,single,secondary,Male
4284,42,management,married,tertiary,Male
4285,47,technician,married,secondary,Male
4286,36,entrepreneur,married,secondary,Male
4287,64,retired,married,primary,Male
4288,34,management,married,tertiary,Male
4289,72,admin.,married,primary,Male
4290,27,student,single,secondary,Male
4291,54,services,divorced,secondary,Male
4292,19,student,single,unknown,Male
4293,33,admin.,married,secondary,Male
4294,36,admin.,married,secondary,Male
4295,26,student,single,tertiary,Male
4296,42,admin.,divorced,secondary,Male
4297,24,management,single,tertiary,Female
4298,28,self-employed,single,tertiary,Female
4299,58,unknown,married,unknown,Female
4300,59,management,married,tertiary,Female
4301,46,technician,married,secondary,Female
4302,49,technician,married,tertiary,Female
4303,45,blue-collar,divorced,primary,Female
4304,32,management,single,tertiary,Female
4305,46,blue-collar,married,secondary,Female
4306,29,management,single,tertiary,Female
4307,30,management,single,secondary,Female
4308,31,self-employed,married,tertiary,Female
4309,31,management,married,tertiary,Female
4310,33,blue-collar,single,primary,Male
4311,49,services,divorced,secondary,Female
4312,30,admin.,married,secondary,Female
4313,29,self-employed,single,tertiary,Female
4314,44,services,single,secondary,Female
4315,34,blue-collar,married,secondary,Male
4316,62,retired,married,secondary,Male
4317,58,management,married,tertiary,Male
4318,60,management,married,tertiary,Male
4319,62,retired,divorced,tertiary,Male
4320,53,admin.,married,secondary,Male
4321,32,management,single,tertiary,Male
4322,39,blue-collar,married,primary,Male
4323,58,management,married,tertiary,Male
4324,38,admin.,single,secondary,Male
4325,56,technician,married,secondary,Male
4326,52,management,married,tertiary,Male
4327,45,management,married,tertiary,Male
4328,28,management,single,tertiary,Male
4329,29,blue-collar,single,secondary,Male
4330,29,blue-collar,married,secondary,Male
4331,60,blue-collar,married,primary,Male
4332,31,management,married,secondary,Male
4333,31,services,married,secondary,Male
4334,57,technician,divorced,tertiary,Male
4335,25,technician,single,secondary,Male
4336,27,management,single,secondary,Female
4337,24,blue-collar,married,primary,Female
4338,39,services,single,secondary,Female
4339,27,services,married,secondary,Female
4340,24,self-employed,single,tertiary,Female
4341,56,management,married,primary,Female
4342,33,admin.,single,tertiary,Female
4343,38,technician,married,secondary,Female
4344,34,admin.,married,secondary,Female
4345,45,blue-collar,married,secondary,Female
4346,35,management,married,tertiary,Female
4347,52,management,married,tertiary,Female
4348,38,admin.,divorced,secondary,Female
4349,23,technician,single,tertiary,Male
4350,38,blue-collar,divorced,secondary,Female
4351,36,technician,single,secondary,Female
4352,33,services,married,secondary,Female
4353,43,management,single,tertiary,Female
4354,41,technician,married,secondary,Male
4355,46,technician,married,secondary,Male
4356,60,housemaid,married,primary,Male
4357,40,unemployed,married,secondary,Male
4358,33,admin.,divorced,secondary,Male
4359,35,self-employed,married,secondary,Male
4360,36,management,married,tertiary,Male
4361,28,student,single,secondary,Male
4362,60,retired,married,secondary,Male
4363,47,management,married,tertiary,Male
4364,35,student,married,tertiary,Male
4365,53,admin.,married,secondary,Male
4366,39,blue-collar,divorced,primary,Male
4367,46,services,married,secondary,Male
4368,34,management,married,tertiary,Male
4369,58,retired,divorced,primary,Male
4370,34,technician,married,secondary,Male
4371,33,admin.,single,tertiary,Male
4372,42,technician,single,unknown,Male
4373,32,services,single,secondary,Male
4374,47,management,single,tertiary,Male
4375,35,blue-collar,married,unknown,Female
4376,77,retired,married,primary,Female
4377,62,retired,married,unknown,Female
4378,62,self-employed,divorced,secondary,Female
4379,38,management,married,tertiary,Female
4380,37,management,married,tertiary,Female
4381,38,management,married,tertiary,Female
4382,31,management,married,tertiary,Female
4383,38,management,married,tertiary,Female
4384,31,blue-collar,married,secondary,Female
4385,34,blue-collar,married,primary,Female
4386,33,management,single,tertiary,Female
4387,38,management,married,tertiary,Female
4388,28,services,single,secondary,Male
4389,67,retired,single,tertiary,Female
4390,31,management,married,tertiary,Female
4391,49,technician,married,tertiary,Female
4392,53,technician,single,secondary,Female
4393,31,technician,single,tertiary,Male
4394,60,technician,divorced,secondary,Male
4395,30,unemployed,single,tertiary,Male
4396,38,admin.,married,secondary,Male
4397,49,blue-collar,married,secondary,Male
4398,40,technician,married,secondary,Male
4399,34,technician,single,tertiary,Male
4400,35,management,single,tertiary,Male
4401,33,blue-collar,single,secondary,Male
4402,34,management,single,unknown,Male
4403,28,housemaid,single,tertiary,Male
